Categorie;Email
Parkeren;(Sorry, I'm French, but I will try in english).<br />My car has been car towed, I think this is unfair.Considering the arguments I will provide to justify why I parked by mistake due to my very limited knowledge of local rules and the lack of road signs, I hope my fine will be reimbursed.
Basisinformatie;Op maandag 8 december hebben we onze auto geparkeerd in de P+R Arena. We wilden vervolgens aan de automaat 2 ov-chip kaarten kopen met als bestemming Spiegelgracht voor € 5,00. Echter de automaat leverde maar 1 ov-chip kaart, terwijl we de keuze voor 2 hadden gemaakt. De ter plaatse aanwezige beheerder zei ons niet te beschikken over een sleutel van de automaat en ook niet over reserve ov-chipkaarten. Ik heb toen zelf verder gereisd naar Amsterdam Spiegelgracht met mijn eigen ov-chip kaart. De beheerder zei ons dat hij van dit voorval aantekening zou maken in het logboek. De beheerder stuurde ons met deze klacht naar de balie van GVB in het station ArenA. Daar zei men niets voor ons te kunnen doen en men verwees ons terug naar de beheerder. Dan herhaalt alles zich. Schade voor ons:<br />- € 4,08 omdat ik heb gereisd met mijn eigen ov-chip kaart<br />- 50 minuten tijdverliesRestitutie van € 4,08 en compensatie van 50 minuten verloren tijd.
Openbare Ruimte;Meneer betaalt door een fout van de gemeente hoge kosten voor het parkeren. Meneer kan geen parkeervergunning aanvragen omdat de verhuizing nog niet verwerkt is.Telefonisch
Belasting, Werk en Inkomen;Geluidsoverlast vanuit het Bijlmerpark. Ik woon aan de Kolfschotenstraat op de derde + vierde etage. Bijna dagelijks hoor ik een mannelijke stem door een megafoon of microfoon. In eerste instantie dacht dat de basisschool Onze Wereld een sportdag organiseerde. Toen dit weken aanhield ben ik in de buurt gaan kijken, maar ik kon niets vinden. Wel kwam ik erachter dat je beneden 'de stem' niet hoorde. Het geluid wordt geblokt door alle woningen die er zijn, maar als ik in mijn woonkamer op de vierde etage zit hoor ik het wel. Op mijn dakterras zit ik niet meer omdat ik me er zo aan erger. Gisteren was ik naar het Bijlmerpark gegaan en kwam er eindelijk achter dat 'de stem' vanuit de voetbalvelden afkomstig is. Dit kan echt niet, het volume zou echt omlaag moeten. Terwijl ik dit schrijf is het 21:15 en ik hoor nog steeds een stem door een megafoon in mijn woonkamer. Ik begrijp ook niet de noodzaak van de hele dag iets omroepen ivm een voetbalwedstrijd.Geen voorkeur
Openbare Ruimte;Er is zand blijven liggen na werkzaamheden aan de stoep. De gemeente gebruikt bladblazers om de stoep te reinigen, maar dit zorgt ervoor dat er zand over de auto`s wordt geblazen en dit heeft schade aan de lak tot gevolgNiet meer met bladblazers langs de auto`s gaan.
Parkeren;Er wordt geen loon (uit werk) ingehouden op mijn uitkering. Hierdoor spaar ik een schuld op, ongewild.Nee
Openbare Ruimte;Ik had mijn auto geparkeerd in de P+R garage van Bos en Lommer. Vanochtend heb ik ingecheckt voor de bus in het centrumgebied (bushalte Gillis van Ledenberchstraat), maar bij betalen zegt de betaalautomaat dat dat niet zo is, waardoor ik dus de gewone parkeerkosten heb moeten betalen.Te veel betaalde parkeerkosten terugbetalen.
Openbare Ruimte;Geachte heer<wbr />/mevrouw,<br /><br />Als een hardwerkende student in Amsterdam ben ik voor een grote verassing(en) te komen staan. In de laatste week van december 2014 (feestdagen en oud nieuw) heb ik  meerdere parkeerboetes gekregen. Als masterstudent(en) worden wij al benadeeld door de hoge kosten, maar deze boetes maken het niet beter op. Want volgens crition heb ik bijna hele week mijn auto geparkeerd op een zelfde plek. Hier ben ik niet mee eens en daarbij heb ik nog een klacht ingediend. Maar helaas heb ik geen antwoord gekregen op mijn klacht. Tot mijn verbazing is het opeens dwangbevel geworden. Want later bleek dat ik meerdere boetes had gekregen en ik was zelf in Buitenland. Hierdoor kon niet tijdig ingrijpen. Daarnaast ik ben wel mee eens dat mijn auto voor 3 dagen in Amsterdam Noord (bij de pont) heeft gestaan. Alleen ik ben er niet mee eens met de andere dagen. Want ik ben van mening dat hierin een zware fout is gemaakt.Ten eerste dat gemeente 6 andere boetes kwijtscheld. Want op die datums was ik niet aanwezig met mijn auto in dit gebied. Daarvoor heb ik zelfs getuige die het kunnen bevestigen. En wat ernstig dat er dwangbevel is uitgegeven. Inmiddels heb ik het bedrag wel betaald. Maar hier moet naar gekeken worden en juiste en rechtvaardige beslissingen worden genomen. Daarnaast wil zelfs iemand van de gemeente uitnodigen om mijn punten duidelijk te maken.
Basisinformatie;Dat zakken voor het scheiden van plastic afval zijn alleen af te halen bij het afvalpunt. Klant wilt dat zakken voor het scheiden van afval op meer locaties aangeboden worden.Zakken voor scheiden van plastic op meer plaatsen aanbieden, bijvoorbeeld een supermarkt, of stadsdeelkantoor
Belasting, Werk en Inkomen;Ontbreken van publieksvoorlichting over betalen voor parkeren zonder pincode bij parkeerautomatenAlsnog publieksvoorlichting regelen, bijvoorbeeld in de krant, op de TV, op de radio.
Belasting, Werk en Inkomen;Er is een geen afmelding geweest van verzekering in de collectiviteit bij Agis. Nummer: 205501488 Gemeente Amsterdam.<br />Dit had al moeten gebeuren m.i.v. 15 juni 2011. Agis heb ik daar in het verleden over gebeld, volgens hen deed de gemeente dit. Nu, na een brief van DWI, Agis weer gebeld, zegt weer hetzelfde. Het blijft dus hangen. De gemeent moet het doen zegt men daar.De regeling voor collectieve verzekering stopzetten.
Openbare Ruimte;Al ruim een jaar lang staat er een man bij een werkverschaffingskeet die zich heel vervelend gedraagt. De man kijkt heel raar naar voorbijgangers (vrouwen) en mompelt vaak wat naar ze. Dit gedrag houdt al een hele tijd aan en komt erg intimiderend over. Ook op andere plekken waar mevrouw hem tegenkomt voelt ze zich vervelend door dit gedrag, omdat hij haar herkend.Nee
Openbare Ruimte;Ik krijg sinds 2014 met mijn gezin een stadspas: 1 voor mezelf, 1 voor mijn vrouw en 1 voor ons kind. We hebben nu (21 febr. 2015) de passen voor 2015 nog niet ontvangen. Ik dacht dat dat automatisch gebeurde.Stadspassen 2015 opsturen.
Openbare Ruimte;Ik heb op zondag geparkeerd op P&R Sloterdijk en moest € 9,80 afrekenen met mijn pinpas ipv de €1,00 die er voor de zondag staat aangegeven.<br /><br />edrag (euro)   9,80 Af<br /> Rekening   NL08 INGB 0001 8702 30  - G A TJOA EN C M TJOA-KOOIJ<br /> Tegenrekening    <br /> Datum   09-02-2015<br /> Mutatiesoort   Betaalautomaat<br /> Naam <wbr />/ Omschrijving<br />Mededelingen   P+R Sloterdijk AMSTERDAM NLD<br />Pasvolgnr:018 08-02-2015 19:43<br />Transactie:26C1Z3 Term:H695N9<br />Gaarne het verschil van te weten € 8,80 restitueren op mijn rekening. NL08 INGB 0001 8702 30 t.n.v. G A TJOA en C M TJOA-KOOIJ<br />
Openbare Ruimte;Er staat vaak een scooter tegen het hotel 'Nes' geparkeerd zegt de General Manager. De scooter staat bij de muur, bij de plantenbak. Het is een grijze vespa. Het kenteken is: F624RS.<br />Dit verstoort het aanzicht van het hotel.Dat de eigenaar van de scooter wordt aangesproken op waar de scooter staat geparkeerd. Dat dit niet meer mag gebeuren. Als dit niet kan dan de scooter verwijderen.
Basisinformatie;Dhr woont aan de Herman Hellingplantsoen en ervaart een structureel parkeerprobleem: er zijn vlgs dhr onvoldoende plekken beschikbaar in de straat in in de omgeving: dit leidt tot grote frustratie bij bewoners.Graag ziet dhr een structurele oplossing.
Basisinformatie;Op het Jan Zwanenburghof nr 2 staat een bord van de politie met Stop Politie en informatie over inbraak. Dit is aangesloten op een aggregaat en maakt erg veel lawaai. Inwoner kan hier niet van slapen.Bord verplaatsen naar een gedeelte waar geen huizen staan. Weghalen
Openbare Ruimte;Op 1 januari 2015 is de Verordening elektronische kennisgeving en bekendmaking in werking getreden. Dit betekent dat vanaf 1 januari 2015 alle officiele bekendmakingen van de gemeente Amsterdam te vinden zijn op www.amsterdam.nl<wbr />/bekendmakingen en niet meer in de Echo of andere huis-aan-huisbladen. Mensen die geen computer hebben, moeten naar een van de zeven Stadsloketten. Dit geldt echter niet voor verkeersbesluiten. Artikel 26 (BABW): 'Van de bekendmaking van verkeersbesluiten wordt mededeling gedaan in een of meer plaatselijke dag- of weekbladen. In de mededeling worden in ieder geval de weg waarop het verkeersbesluit betrekking heeft, alsmede de te plaatsen of te verwijderen verkeerstekens dan wel de te treffen maatregelen ter regeling van het verkeer vermeld'. Dit betekent concreet dat er naast de electronische officiele bekendmaking ook een mededeling moet worden gedaan in een papieren publicatie. Dit blijft ongewijzigd van toepassing.De Verordening op dit punt aanpassen.
Openbare Ruimte;Afgelopen zaterdag hebben we Amsterdam bezocht. We hebben gebruik gemaakt van de P+R locatie Zeeburg 2 en het opebnbaar vervoer. We zijn om 12:55 ingecheckt en om 22:22 uitgecheckt. Hierbij moesten we tot onze onaangename verassing 24 euro betalen ipv. 1 euro. We hebben geprobeerd de betaling te annuleren (met de pin) om opnieuw een poging te doen van volgorde OVkaartje en dan parkeerkaartje echter het parkeerkaartje kwam niet meer uit het automaat. Uiteindelijk hebben we de 24 euro met de pin betaald.<br />We zouden het fijn vinden dat alsnog het juiste bedrag voor parkeren wordt verrekend: maw. dat we 23 euro teruggestort kunnen krijgen. in de bijlagen vind u de bewijzen van in en uitchecken en de betalingen die daarbij gedaan zijn.<br />Mvg,<br />Rik Meerveld en Hilde de Jong<br />23 euro terugstorten op onze girorekening NL52INGB0005223116 tnv H Meerveld en TRH de Jong
Belasting, Werk en Inkomen;Er is een Turks koffiehuis in de Lodewijk van Deijselstraat 14, ik ben meermalen bij hun en de politie geweest over geluidsoverlast en het bonken op de tafels tijdens het kaarten, de geluidsoverlast buiten is dat wanneer ze sluiten dus rond 1.00 uur in de nacht dan gaat dit gepaard met zeker nog lange tijd met hard praten draaiende motoren van auto's en met portieren slaan. Er is een vergunning afgegeven door de weeks van 7.00 t<wbr />/m 1.00 in de acht , en in het weekend van 7.00 t<wbr />/m 3.00 uur in de nacht Het is beneden een senioren flat. Ik klaag niet alleen voor mezelf maar ook voor andere bewoners. Zit in de BC de kleine Verfdoos.De vergunning aan passen  dor de openingstijden door de weeks van 7.00 t<wbr />/m 22.00 uur en in het weekend , dus vrijdags t<wbr />/m zaterdags 7.00 t<wbr />/m 1.00 uur. Of de vergunning in te trekken.
Parkeren;Betreft: Dwangbevel met bevel tot betaling Parkeerbelasting<br />Biljetnummer : 36035927<br />Aanslagnummer: 00050173837<br />Ik heb enige weken geleden een bezwaarschrift ingediend bij de Arrondissementsrechtbank in Amsterdam, deze zaak moet nog voorkomen.<br />1e Vervaldag was 19 september 2014Afwachten wat de rechter vindt van mijn bezwaarschrift.
Openbare Ruimte;ik heb een brief van u ontvangen voor het vaststellen van de woz waarde maar de website werkt niet
Parkeren;Grofvuil voor ophaadatum op de stoep zetten.. op de hoek van de Veerstraat en de Zeilstraat zit een matrassenwinkel. Gisteren zetten zij een stapel matrassen buiten op de stoep, zodanig dat zelfs een rolstoel er niet langs kan. Ik heb ze al es eerder aangesproken op het aan de weg zetten van zoveel matrassen, dus nu wil ik er een klacht over indienen. De straat wordt er een stuk onverschilliger van, dit is denk ik niet wenselijk, ik stoor me eraan, directe communicatie blijkt niet te helpen. De ophaal datum voor grof vuil is pas maandag as, dat wil zeggen dat het gehele weekend en nog de maandag de stoep vol staat met matrassen.Vragen of de winkeleigenaars niet meer voor de aanbieddatum van grof vuil hun matrassen op de stoep willen zetten en ze erop wijzen dat het strafbaar is.
Belasting, Werk en Inkomen;Op de acceptgiro's voor o.a. hondenbelasting voor mijn partner staat een rekeningnummer dat nooit van mijn partner geweest is. Hij heeft hier over gebeld en geschreven maar men weigert dit aan te passen. De enige manier voor hem om deze acceptgiro's te betalen is nu via storting maar hier zijn hoge kosten aan verbonden. De bank stuurt acceptgiro's met een gewijzigd rekeningnummer namelijk terug ter voorkoming van fraude.Het rekeningnummer op alle acceptgiro's voor mijn partner wijzigen naar het juiste nummer. En excuses dat hiervoor door ons zoveel moeite gedaan moet worden. En teruggave van eventueel extra in rekening gebrachte kosten wegens niet tijdige betaling hetgeen veroorzaakt werd doordat het nr niet juist was en mijn partner extra tijd nodig had om op andere manier dan gebruikelijk te betalen (hij heeft geen internet bankieren).
Openbare Ruimte;Op 15 november hebben wij onze auto geparkeerd op P&R Zeeburg. Wij hebben netjes drie metrokaartjes gekocht en betaald voor het parkeren. Echter toen wij na een leuke avond de parkeerplaats wilde verlaten ging de slagboom niet omhoog. We zouden nog 16 euro moeten betalen. Dit hebben we gedaan maar dat klopt natuurlijk niet. We hadden al betaald voor het parkeren!. Bij wie kan ik de 16 euro terug halen. Ik hoor graag.Mijn 16euro terug geven.
Basisinformatie;meneer heeft meerdere meldingen gemaakt over dode bomen. Deze zijn niet gekapt, ipv daarvan zijn de gezonde bomen gekapt. Van te voren werd een kruis op gezet. Ze hebben de Meidoorns zijn omgezaagd ipv de Prunusen. Maar op de verkeerde bomen. Meneer heeft daarover ook gebeld, alleen is er geen gehoor aan gegeven.In de toekomst, niet meer zulke fouten maken en alsnog de dode bomen vervangen.
Openbare Ruimte;<br />de maaimachines hebben over de stoep gereden<br />de stoepen waren voor het eerst dit jaar schoongemaakt en nu is het weer erg vies gewordenmeneer wil graag contact met de afdeling planning b.v.
Basisinformatie;2 weken geleden hebben er herbestratingswerkzaamheden plaatsgevonden op de 2e kostverlorenkade ten hoogte van nummer 153 II. Na de herbestrating is er echter veel zand blijven liggen dat niet meer is opgeruimd. Hierdoor zit alles onder het zand en oogt de hele straat opeens armoedig.graag zand opruimen.
Belasting, Werk en Inkomen;Ik heb al 2x, waarvan de eerste keer 2 maanden geleden geklaagd over een een grote berg aarde, een kleine berg zand en 2 afzetpaaltjes bij ons in de straat. Behalve een gedeelte van de berg aarde is het nog niet opgeruimd.Ja
Basisinformatie;Meneer heeft met spoed een internationale geboorteakte uit 1984 nodig. Hij heeft gebeld met 14020 en hem is aangegeven dat als het om spoed gaat, dat hij het dan aan de balie kan aanvragen om het direct mee te krijgen. Meneer reist van Enschede naar Amsterdam om de akte aan te vragen en op te halen, maar aan de balie wordt hem gezegd door de mevrouw die hem helpt dat zij op dat moment niet naar het archief kan lopen om de akte op te halen omdat er sprake is van onderbezetting. Echter is het donderdagmiddag en is het zeer rustig aan het loket, waardoor meneer haar bezwaren niet begrijpt. Nadat meneer is gezegd dat hij het niet kan meekrijgen ziet hij dat mevrouw uitgebreid in gesprek is met een collega en het dus eigenlijk helemaal niet druk heeft. Meneer heeft dit als zeer klantonvriendelijk ervaren.Meneer wil het graag melden omdat hij het erg vervelend vindt dat mevrouw gewoon geen energie wilde stoppen in zijn aanvraag, terwijl het voor hem van groot persoonlijk belang was om de geboorteakte direct mee te krijgen. Meneer zou graag willen dat mevrouw hierop wordt aangesproken.
Belasting, Werk en Inkomen;Meneer is onheus bejegend door een medewerkster van de stadsbank d.d 24-11-2014 omstreeks 12.30 uur. Door een andere medewerker is meneer wel correct behandeld.Meneer wenst een persoonlijk excuus van betrokken medewerkster.
Openbare Ruimte;Mevrouw heeft twee Mora meldingen gemaakt:<br />mora-0384319<br />mora-0384400<br />Mevrouw heeft een email gehad van de gemeente waarin in staat dat wat is er gedaan: overig aanvullende informatie: geachte de bomen worden regelmatig gecontroleerd op veiligheid. Klacht is afgehandeld! Mevrouw vind dit niet afgehandeld!Nee
Openbare Ruimte;Ik heb voor een cliente bezwaar gemaakt tegen een beslissing van de dienst DWI. Ik heb dit bezwaar per post verzonden.<br />Daarnaast wilde ik graag een faxnummer of een emailadres om het bezwaar te verzenden. Van de infolijn kreeg ik een emailadres dat bleek echter niet meer in gebruik te zijn.<br />In elk geval niet het bezwaar niet-ontvankelijk verklaren wegens overschrijding van de termijn, mocht het per post verzonden bezwaarschrift niet tijdig aankomen.
Basisinformatie;Er wordt structureel fout geparkeerd, dagelijks. Auto's over stoepen rijden en op stoep parkeren, tijdelijk parkeren waardoor het trottoir vernietigd wordt. Beller heeft schriftelijk stadsdeel aangeschreven, ombudsman geinformeerd, verantwoordelijke wethouder persoonlijk aangesproken, facebook meldingen, e-mails etc.Handhavers ontslaan die niet capabel zijn.
Basisinformatie;krijg nu 2e afwijzing van bezwaarschrift inzake parkeerboete in de van Breestraat. Heb mail ontvangen van Cition (bijgevoegd) waarop ik de vraag heb gesteld of ik mijn Beroep kan intrekken, maar krijg geen antwoord. Erg vervelend....wil graag op papier hebben dat de zaken zijn afgehandeld. Als ik dat niet krijg laat ik de zaken bij de Rechtbank behandelen.Ja
Openbare Ruimte;Mevrouw Reverda is al vanaf 10.00 's morgens bezig informatie in te winnen over potentiele sloopplannen van haar eigen koopwoning. Zij is al meerdere malen tevergeefs doorverbonden en doorverwezen naar verschillende afdelingen van de gemeente, die geen antwoord kunnen geven op haar vraag, o.a. Bouw- en Woning Toezicht, Ruimtelijke Ordening, afdeling Vergunnigen Stadsdeel Oost en uiteindelijk mevrouw Karin Graf-Kofte. Zij zou alles uitzoeken en niet vindbaar in onze adres gegevens. Dit wekt natuurlijk veel vragen op en frustratie.Graag juiste informatie verschaffen over eventuele sloopplannen en graag de bewoners informeren, m.n. de bezitters van een koopwoning. Simon Stevinstraat 14.
Openbare Ruimte;I have complained on many occasions but it seem to be that I am just not been considered and Mr. Eric van der Velden is been assigned to me for a special purpose.I just don't have the clue what I really want the gemeente to do again. Because I have asked many times to change this manager but I never got a response on that. Now he has started to make my life miserable in the country and no one is acting like I am not really protected under the Dutch laws too.<br /> <br /> <br />
Openbare Ruimte;Mijn fiets heb ik een middag<wbr />/avond geparkeerd in een rek op het Leidseplein en de volgende ochtend zit er een rode verwijdersticker op. Mijn fiets heeft net nieuwe trapper, goede verlichting, krat op voorkant, alles werkt , wel hier en daar beschadigd ( verf) maar ziet er nog zeer goed uit!
Basisinformatie;<br />de verandering van route voor bus 62 die inhoudt dat veel ouderen beperkt worden in hun bewegingsvrijheid, de gemeente is er voor het welbevinden van zijn burgers ook als die oud zijn.Ik dring er met klem op aan de de route van  bus 62 zodanig blijft of wordt dat de bus er nmier vooral is om van NS station naar Ns station te rijden maar juist de bewoners van Buitenveldert van dienst te zijnZorgen dat u tevreden burgers hebt in Buitenveldert en de verandering die GVB nastreeft ongedaan maakt
Parkeren;afwezige gemeenteraad bij jubileumreceptie DominicuskerkIk weet eerlijk gezegd niet hoe je teleurstelling kunt wegnemen. Ik weet wel dat ik het ben.
Openbare Ruimte;Volgens de site 'parkeren in Amsterdam' kan er in Buitenveldert op zaterdag onbetaald geparkeerd worden. Echter op de betaalautomaat staat<br />maandag-zaterdag.
Openbare Ruimte;De afhandeling van de MORA is niet naar behoren gedaan. Er is een bevestiging gestuurd dat de melding is opgelost, maar dit alleen ingepland en nog niet gedaan. Dhr voelt zich hierdoor in de maling genomen. MORA-0243327Dhr wil dat de gemeente stappen gaat ondernemen. Dat wat wordt beloofd ook wordt nageleeft. De container dient regelmatig geleegd te worden. Omdat het nu steeds vol is komt er meer zwerfaval in de buurt. En dan probeer je door melding te maken het netjes te houden en dan wordt je verkeerd geinformeerd.
Belasting, Werk en Inkomen;nu werkt het weer wel...inloggen fibu, dat was vandaag mijn vorige klacht...maar hier in azie...Thailand en Cambodia, kreeg ik altijd eerst waarschuwingen, dat jullie aan (ongewenst) info willen hebben ermee, en dus het dringde advise NIET in te loggen bij de Gem A'dam...<br />Maar waarom wordt mijn huur van December betaald...Jullie weten dat ik deze woning helemaal NIET wil omdat deze van DISCUS is!!! En MIJN BEZWAAR LOOPT...EN DAAR STAAT OOK IN DAT JULLIE MIJN UITKERING NIET MOESTEN STOPPEN!!!DE HELE FIBU WEET DAT EN MET PLEZIER WORDT IK GEPEST!!! DIT GELD VOOR DISCUS<wbr />/Gem. AMTENAREN MOET TEGEN EN PINBAAR ZIJN!!! TEN DISCUS MOET VAN MIJN GELD ALBLIJVEN EN MIJN WONING, TOTDAT HET BEZWAAR BEHANDELD IS, GEEF DIT OOK DOOR aan Mevr. de JONG JURIDISCHE ZAKEN, DIE MIJN BEZWAAR BEHANDELD en dit gaat ook naar de Nationale Ombudsman!!! MIJN GELD TERUG PER DIRECT!!! Bedankt !!!
Parkeren;Vandaag wilde ik een afspraak maken voor het ophalen van grofvuil. Allereerst ben ik het er neit mee eens dat het kosteloos in een ander stadsdeel 1x per week wordt opgehaald terwijl in Zuid je voor de kosten op moet draaien. Heel veel zaken zijn gecentraliseerd bij de gemeente maar dit ene onderdeel dan weer niet. Hier komt bij dat ik stadsdeel Zuid 2x keer heb geprobeerd te bellen maar dat de medewerker achter 14020 er niet door heen kwam. Dit was om 12.04 en om 16.52. Doorverbinden lukte niet en de afdelingstelefoonnummer werd mij niet gegeven omdat ik niet direct zou mogen bellen. Dus dit onderdeel wordt wel gecentraliseerd via 14020 maar de kosten en ophalen van grofvuil weer niet. Heel bijzonder. Maar dat er ook ngo eens geen contact gelegd kan worden met deze afdeling op 2 verschillende tijden op de dag vind ik niet service gericht. Ook de reactie van de medewerker 14020 mag ook getrained worden met dit soort situaties om te gaan met name die van tijdstip 12.04Nee
Belasting, Werk en Inkomen;Zie MORA-0412013. Verzocht om einde onveilige situatie dat auto's over trotoir rijden met behoorlijk forse snelheid zelfs. Dit is levensgevaarlijk voor voetgangers en (spelende) kinderen. Stadsdeel geeft aan dat er geen auto-werende palen geplaatst kunnen worden ivm 'beleid'. Gaarne nu toch in overleg met mevrouw een oplossing verzinnen en uitvoeren.Ja
Parkeren;Vandaag heb ik bij een parkeermeter nl nr 1 5011 mijn autogeparkeerd en parkeergeld betaald via Bankpas Maestro<wbr />/Rabo.<br />Echter ik voerde mijn pincode niet in en drukte per ongeluk op OK i.p.v dat er een foutmelding kwam dat ik alsnog mijn pincode moest intoetsen werd e.e.a. geaccepteerd.<br />Op de bon die ik uitgeprint heb staat dat het parkeergfeld betaald is. Echter bij pashouder een andere naam en ook ee ander kaartnummer.<br />Ik het thuis meteen gecontroleerd of ik nu wel of niet betaald heb en tot mijn verbazing is het bedrag ad Euro 6,60 gewoon vanmijn rekening afgeschreven.<br />Dus of het hele systeem klopt niet of deze parkeermeter is kapot. je kan dus gewoon met bv een gestolen bankpas gewoon betalen en wel zonder pincode. Ik ben blij dat de persoon die op mijn parkeerbon staat niet belast werd op zijn bankrekening maar dat ik zelf gewoon betaald heb. Maar dit dient wel aanepast te worden.Nee
Basisinformatie;Bezwaar vergunning Open Air Festival 201521-3-2015
Belasting, Werk en Inkomen;geachte heer <wbr />/ mevrouw <br />hierbij wil ik mijn klachten indienen over mijn buren  op de halvemaan steeg 17.<br />wij zijn als nieuwe ondernemer op de halvemaan steeg 19 burgertime  zwaar belast door shorma zaak saba en zijn personeel <br />zij hebben extra personeel voor de deur gezet om mensen te proppen,<br />aangezien dat onze deuren zijn precies naast hen.<br />hebben wij erg last van zijn  gedrag om deklanten naar zijn zaak en meestal schrikken de klanten weg en als wij daar wat van zeggen worden wij beschuldigd en bedreigt.<br />zelf heb ik contact opgenomen met de politie, wijk agent <br />zij hebben mij geadviseerd om klachten brief in te dienen en zo dat zij kunnen op verzoek van uw handhaven,<br />mijn tweede klacht wat mijn onderneming onmogelijk maakt dat de twee buren links mij en tegen over hangen dagelijks A4 met hand geschreven misleidende  advertenties  waar onder bijvoorbeeld gratis fris drank en 1 euro broodje en veel meer van dat soort advertenties wat eigenlijk niets van klopt<br />graag aandacht.graag door brief te sturen  naar  saba te halvemaan maan steeg 17 te stoppen met A4 en alle buiten zijn menu card te verwijderen en te stoppen met proppen en mensen weg te schrikken en als het kan brief naar de buurt agent op de hoogte te brengen van deze zaak.<br />
Parkeren;Tas van mw. Sbaa is afgelopen woensdag gestolen. Daar zat een kledingbon uit kindpakket in met een waarde van €130. Deze is voor haar gehandicapte zoon. Ze wil weten of deze geblokkeerd kan worden en of ze een nieuwe kan krijgen. Ik heb gebeld met afdeling voorzieningen, en zij geven aan dat er geen nieuwe verzonden kan worden. Ook kan deze niet geblokkeerd worden.<br />Ze zou graag willen dat kledingbonnen of waardebonnen een code krijgen waardoor er nagekeken kan worden of deze gebruikt is. Zo niet dan kan het geblokkeerd worden, en klant zou dan nieuwe bon opgestuurd kunnen krijgen.
Openbare Ruimte;Er wordt momenteel voor 2 adressen gemeentelijke belastingen afgeschreven: zowel voor mijn oude adres (orteliusstraat 289-2A, machtiging nummer 407382) als mijn nieuwe adres (olympiakade 41-1, machtiging nummer 399459)Nee
Openbare Ruimte;P+R Sloterdijk betaalautomaat werkte niet op donderdagavond 6 november. <br />Ik ben ingereden rond 6 uur, heb met mijn eigen ov-kaart gereisd van Sloterdijk Naar Centraal en terug rond 21:!5 uur.<br />Bij betalen wilde ik mijn ov kaart scannen maar de automaat gaf hier geen gelegenheid voor. Er stond iets in het scherm over dat het niet mogelijk was om nu ov-kaarten uit te geven.<br />Ipv 1 euro moest ik 5,60 betalen.4,60 terugstoren op rekening NL33INGB0006145346.<br />Of uitleggen wat ik verkeerd heb gedaan, volgens mij heb ik de regels van de website opgevolgd.
Openbare Ruimte;Wij ontvangen zeer regelmatig post van officiele instanties geadresseerd aan A.V. Osipjan. Deze woont echter al zeer lange tijd niet meer op het adres Brouwersgracht 278, 1013 HG  Amsterdam.Deze man uitschrijven van ons woonadres.
Belasting, Werk en Inkomen;Toegang tot het centrum is op Koningsdag afgesloten voor auto's. Als bewoners zijn wij daar niet van op de hoogte gesteld. Gezien de feestelijkheden zijn wij de stad uitgegaan, maar werd ons om 18u 's avonds de toegang geweigerd.<br />Aangezien wij zeer kleine kinderen hebben, was dat zeer vervelend.<br />Ik vind het dan ook vreemd dat wij niet op de hoogte zijn gesteld, zodat we er rekening mee konden houden.Per e-mail
Parkeren;Geachte mijnheer<wbr />/mevrouw,<br /><br />Gisteren om heb ik om 13.30 uur gebeld en een terugbelverzoek ingediend voor mijn inkomensconsulente. Tijdens het gesprek werd me twee keer benadruk opnieuw contact op te nemen als ik binnen 24 uur niet gebeld zou zijn door de consulente. Alsof de telefonist het van te voren wist, ben ik nu inderdaad niet gebeld.<br /><br />Ik probeer nu weer contact op te nemen met het DWI via het telefoonnummer 0203463636, maar omdat er een wachttijd is van 20 minuten hoop ik u op deze manier te bereiken.<br /><br />Ik zou 27 januari al uitsluitsel krijgen wat betreft mijn aanvraag voor een uitkering. Mijn eerste klantmanager Mustapha Boudra heeft mij verkeerd of niet ingelicht over mijn rechten en plichten aangaande mijn aanvraag voor een uitkering.<br /><br />Graag wil ik contact met mijn inkomensconsulente zoals afgesproken was voor vandaag.
Belasting, Werk en Inkomen;Vandaag worden er fietsen verwijderd op station Lelylaan omdat er rekken buiten gebruik worden gesteld. ER zijn echter geen vervangende rekken geplaatst. Er is nu veel te weinig ruimte om je fiets te plaatsen. Ik vermoed dat er wel rekken bijgezet gaan worden omdat er bestraat wordt bij het station, maar de timing om fietsen weg te knippen terwijl er geen nieuwe fietsplaatsen zijn vind ik hoogst ongelukkig.Volgende keer beter plannen en niet wegknippen als er nog geen alternatief is.
Openbare Ruimte;de klacht gaat over het voornemen om roetveeg pieten mee te laten lopen tijdens de intocht van Sint Nicolaas.<br />ik heb op 23 mei j.l. persoonlijk gecorrespondeerd met burgermeester van der Laan over de zwarte Pietendiscussie en de vergunning over de intocht, maar helaas tot op heden niet vernomen van de burgermeester. <br />Ik heb constant gewezen op onze geschiedenis hierover die bij de Germanen begint en niet bij Jan Schenkman rond 1850.<br />historisch gezien hebben Sint en Piet elkaar nooit ontmoet.<br />Dat kon ook nooit omdat er geen geboorte of sterftedag is te vinden van zwarte Piet, dit omdat de zwarte helper is bedacht en dus nooit een slaaf geweest kan zijn en al geen negroide persoon en al helemaal niet racistisch is.dit is allemaal in allerlei geschiedenisboeken te lezen. de tegenstanders van zwarte Piet hoeven dus op geen enkele wijze gecompenseerd te worden, omdat er niets is om hen tegemoet te komenik zou willen dat het college van B&W niet ingaat op de wensen van de tegenstanders van zwarte Piet en gewoon doorgaat op de oude voet.<br />in dit geval beslist de meerderheid en houden we de Nederlandse traditie en folklore in stand
